Commodities,Countries,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),HS_Code,critical_mineral,CategoryType
80 Tin And Articles Thereof,Thailand,2004,7280950,7280950.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2016,1782816,1782816.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2008,846548,846548.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2017,180457066,179437713.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2014,158557670,169971227.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Macau,2005,23972,23972.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2015,159036,159036.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2011,89641089,89641089.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2004,39119896,37290825.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2014,135209786,135209786.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2004,370355,370355.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2014,576921,576921.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2010,822288,822288.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2012,436357,436357.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2008,15751102,15751102.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2001,760189,,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2008,30872360,30872360.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2015,72033419,72033419.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2010,15861610,18213478.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2014,203526,203526.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2001,3302405,,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2002,2823588,2823588.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2004,1454040,1454040.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2009,956038,956038.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2020,113672,113672.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2002,4674968,1810172.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2003,5663633,5440030.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2009,2714956,2714956.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2009,71358,71358.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2003,1411799,1411799.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2004,79328,79328.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2025,40572,40572.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2017,146826602,146826602.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2025,11063676,11063676.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2014,1150232,1150232.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2022,936081,936081.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2014,465155,465155.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2010,37935048,37935048.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2016,490437,490437.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2019,253123,253123.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2023,1136952,1136952.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2013,55613693,55613693.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2022,413983,413983.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2021,2458492,2458492.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2021,250398216,240663896.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2022,13766570,13766570.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2011,2224139,2224139.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2015,2786907,2756783.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2021,5478,5478.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2022,117876,117876.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2021,11407128,11407128.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2012,128115,128115.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2022,36078607,36078607.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2017,3570316,3570316.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2024,317381,317381.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2022,29232,29232.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2023,337368,337368.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2015,167610935,169225549.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2015,1116562,1116562.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2014,7845597,7845597.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2018,4275806,4275806.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2018,158505981,158505981.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2022,589779,589779.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2010,10860326,10860326.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2023,12299551,12299551.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2024,1352726,1352726.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2025,33496980,33496980.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2021,115921539,115921539.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2023,768025,768025.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2025,20180096,20180096.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2013,794963,794963.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2011,17223609,17223609.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2018,189529248,189703347.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2023,37146,37146.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2015,706578,706578.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2013,139014274,130761355.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2013,93523687,93523687.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2024,2603,2603.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2023,89598767,86796459.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2014,916649,916649.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2020,239568,239568.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2023,9407841,6294002.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2022,25727809,25226261.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2017,188634,188634.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2019,6252,6252.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2016,7865411,7865411.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2004,1518645,1518645.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2013,207037,207037.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2021,656909,656909.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2010,1254031,1254031.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2020,3509506,3509506.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2020,709167,709167.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2012,96328694,96328694.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2022,173867405,176831278.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2024,68219,68219.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2013,6901664,6901664.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2007,19256727,19256727.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2024,54889072,54889072.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2017,827280,827280.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2016,321354,306504.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2005,1706053,1654747.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2012,1164793,1164793.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2014,7349042,7349042.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2017,174199,174199.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2016,4788782,4757980.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2011,106066499,106066499.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2024,1561669,1561669.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2003,937573,937573.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2011,667316,667316.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2009,1345835,1335137.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2018,179362,179362.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2023,67136,67136.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2024,1018253,1018253.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2025,38693,38693.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2021,53750,53750.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2018,164474,164474.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2025,11470,11470.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2013,901627,901627.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2024,21681809,21425217.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2016,129707157,129707157.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2018,9359550,9359550.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2020,64454505,64454505.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2018,241537,241537.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2025,725428,725428.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2021,287684,287684.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2016,129288990,128217745.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2023,24104507,23977023.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2010,1098293,1098293.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2024,13854169,13854169.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2012,665375,665375.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2021,770663,770663.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2012,17687831,17687831.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2021,20386624,19788847.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2014,7243951,7243951.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2023,54087113,52444613.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2024,16307891,16307891.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2007,26082892,26082892.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2018,997380,997380.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2017,257485,257485.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2015,6008116,6008116.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2019,12804465,12804465.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2019,93482,93482.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2018,2412647,2412647.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2012,92370470,89785010.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2017,4564105,4559252.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2011,16698468,16698468.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2010,4090217,4090217.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2006,623634,623634.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2016,208024,208024.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2012,8233138,8233138.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2009,5658733,5658733.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2019,137382890,137382890.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2011,288890,288890.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2008,3145899,3145899.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Burma,2002,5227,5227.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Burma,2018,401629,401629.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2003,1985662,1985662.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2005,1552866,1552866.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2017,9925205,9925205.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2011,50813432,56854839.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2005,124706,124706.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2006,344461,344461.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2003,2213420,9495482.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2001,334932,,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2008,2063965,2063965.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2009,135647,135647.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2002,1078278,1078278.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2012,1016767,1016767.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2001,17642421,,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2020,23716789,23400653.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2008,35119611,35119611.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2013,877248,877248.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2009,17832946,17832946.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2001,383883,,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2013,2120354,2120354.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2020,547360,547360.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2002,132115,132115.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2007,4075027,5922139.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2004,424904,424904.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2016,3158725,3158725.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2015,195933,195933.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Japan,2005,3434204,7568386.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2011,101896,101896.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2006,480292,480292.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2003,348234,348234.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2015,624108,624108.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2006,36660806,36660806.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2004,5056014,5056014.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2007,143376,143376.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2016,296842,296842.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2007,1591303,1591303.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2001,1030743,,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2019,184982,184982.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2010,289776,289776.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2003,2307704,3692306.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2006,4113010,3874102.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2017,271455,271455.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2003,56688,56688.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Indonesia,2003,10265573,10265573.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2009,1954571,1954571.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2005,3062394,3062394.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Philippines,2002,1778370,1778370.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2011,827204,827204.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2001,20612,,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Thailand,2005,2518227,2518227.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Hong Kong,2019,2192139,2192139.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Vietnam,2005,178487,178487.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Malaysia,2004,57403104,58906372.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Singapore,2015,4066625,4066625.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,Taiwan,2002,4362418,4362418.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2007,2584896,2584896.0,80,Tin,Refined/Articles
80 Tin And Articles Thereof,"Korea, South",2009,2635280,2635280.0,80,Tin,Refined/Articles
