Commodities,Countries,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US)
74 Copper And Articles Thereof,Singapore,2023,20526280,20539390.0
75 Nickel And Articles Thereof,Singapore,2024,32604998,32625344.0
74 Copper And Articles Thereof,Vietnam,2023,74108485,72991015.0
74 Copper And Articles Thereof,Thailand,2021,236742496,236800326.0
74 Copper And Articles Thereof,Taiwan,2022,321923940,321831607.0
76 Aluminum And Articles Thereof,Burma,2021,8670134,8670134.0
74 Copper And Articles Thereof,Philippines,2021,2337104,2330388.0
75 Nickel And Articles Thereof,Indonesia,2024,29144706,29144706.0
76 Aluminum And Articles Thereof,Thailand,2023,356218259,352966091.0
75 Nickel And Articles Thereof,Vietnam,2021,84328,88722.0
75 Nickel And Articles Thereof,Vietnam,2025 through June,1217462,1160252.0
74 Copper And Articles Thereof,Taiwan,2023,226881075,227345795.0
76 Aluminum And Articles Thereof,Indonesia,2025 through June,57374702,72657635.0
75 Nickel And Articles Thereof,Hong Kong,2021,47985,47985.0
76 Aluminum And Articles Thereof,Indonesia,2024,104262613,104263255.0
75 Nickel And Articles Thereof,"Korea, South",2023,21236248,20881925.0
75 Nickel And Articles Thereof,Indonesia,2022,10493912,10493912.0
76 Aluminum And Articles Thereof,Japan,2022,364454101,300912316.0
74 Copper And Articles Thereof,Japan,2023,187959691,181810480.0
74 Copper And Articles Thereof,Thailand,2022,355559872,355228404.0
80 Tin And Articles Thereof,Thailand,2024,16307891,16307891.0
76 Aluminum And Articles Thereof,Malaysia,2023,124550471,124500154.0
80 Tin And Articles Thereof,Malaysia,2023,54087113,52444613.0
76 Aluminum And Articles Thereof,Japan,2025 through June,69542353,57128311.0
80 Tin And Articles Thereof,Japan,2021,20386624,19788847.0
74 Copper And Articles Thereof,Malaysia,2023,35265249,35265249.0
80 Tin And Articles Thereof,Taiwan,2021,770663,770663.0
74 Copper And Articles Thereof,Macau,2025 through June,52838,52838.0
80 Tin And Articles Thereof,Malaysia,2024,13854169,13854169.0
74 Copper And Articles Thereof,Singapore,2025 through June,9693039,9693039.0
80 Tin And Articles Thereof,Japan,2023,24104507,23977023.0
75 Nickel And Articles Thereof,Indonesia,2021,8736979,8736979.0
80 Tin And Articles Thereof,Hong Kong,2021,287684,287684.0
76 Aluminum And Articles Thereof,Malaysia,2021,180308514,180379767.0
75 Nickel And Articles Thereof,"Korea, South",2025 through June,15691176,14593862.0
74 Copper And Articles Thereof,Philippines,2022,1326898,1327497.0
80 Tin And Articles Thereof,"Korea, South",2025 through June,725428,725428.0
76 Aluminum And Articles Thereof,Burma,2024,90990,90990.0
75 Nickel And Articles Thereof,Thailand,2025 through June,277582,253268.0
76 Aluminum And Articles Thereof,Brunei,2024,862607,862607.0
74 Copper And Articles Thereof,Japan,2022,235985976,228234524.0
76 Aluminum And Articles Thereof,Cambodia,2022,9884728,9880425.0
75 Nickel And Articles Thereof,Taiwan,2024,71327383,70838625.0
75 Nickel And Articles Thereof,Thailand,2022,43654,43654.0
76 Aluminum And Articles Thereof,Singapore,2024,10993458,11163648.0
76 Aluminum And Articles Thereof,Malaysia,2025 through June,73163153,73116728.0
76 Aluminum And Articles Thereof,Philippines,2024,15147503,15136991.0
76 Aluminum And Articles Thereof,"Korea, South",2023,622068285,614619226.0
75 Nickel And Articles Thereof,Vietnam,2022,134628,150030.0
74 Copper And Articles Thereof,Indonesia,2021,24072482,24072482.0
80 Tin And Articles Thereof,Vietnam,2021,656909,656909.0
76 Aluminum And Articles Thereof,Taiwan,2022,310753795,309599621.0
75 Nickel And Articles Thereof,Malaysia,2022,6742148,6494308.0
80 Tin And Articles Thereof,Vietnam,2023,337368,337368.0
74 Copper And Articles Thereof,Japan,2024,187013848,192251906.0
76 Aluminum And Articles Thereof,Philippines,2022,9544684,9524554.0
80 Tin And Articles Thereof,Hong Kong,2022,29232,29232.0
80 Tin And Articles Thereof,Vietnam,2024,317381,317381.0
76 Aluminum And Articles Thereof,Hong Kong,2021,18731854,18339467.0
76 Aluminum And Articles Thereof,Cambodia,2025 through June,17416813,17416813.0
80 Tin And Articles Thereof,Malaysia,2022,36078607,36078607.0
76 Aluminum And Articles Thereof,"Korea, South",2025 through June,595779558,604173756.0
74 Copper And Articles Thereof,Indonesia,2022,31498910,31498910.0
74 Copper And Articles Thereof,"Korea, South",2024,594568582,593123683.0
80 Tin And Articles Thereof,Thailand,2021,11407128,11407128.0
76 Aluminum And Articles Thereof,Cambodia,2023,7838097,7881732.0
80 Tin And Articles Thereof,Philippines,2022,117876,117876.0
80 Tin And Articles Thereof,Singapore,2021,5478,5478.0
76 Aluminum And Articles Thereof,Brunei,2025 through June,1094373,1094373.0
75 Nickel And Articles Thereof,Indonesia,2023,12054303,12054303.0
80 Tin And Articles Thereof,Thailand,2022,13766570,13766570.0
74 Copper And Articles Thereof,Hong Kong,2022,4568404,4568404.0
80 Tin And Articles Thereof,Indonesia,2021,250398216,240663896.0
80 Tin And Articles Thereof,Vietnam,2022,413983,413983.0
76 Aluminum And Articles Thereof,Vietnam,2024,483487452,483344414.0
76 Aluminum And Articles Thereof,Mongolia,2023,30948,30948.0
74 Copper And Articles Thereof,"Korea, South",2022,592306181,591122722.0
80 Tin And Articles Thereof,"Korea, South",2023,1136952,1136952.0
76 Aluminum And Articles Thereof,Indonesia,2023,144547330,144338381.0
74 Copper And Articles Thereof,Cambodia,2021,17378,17378.0
76 Aluminum And Articles Thereof,Vietnam,2022,550309381,549844048.0
75 Nickel And Articles Thereof,Japan,2022,145589592,149050603.0
74 Copper And Articles Thereof,Macau,2023,3000,3000.0
76 Aluminum And Articles Thereof,Singapore,2022,21289845,21268523.0
80 Tin And Articles Thereof,"Korea, South",2022,936081,936081.0
76 Aluminum And Articles Thereof,"Korea, South",2024,922503833,899834744.0
74 Copper And Articles Thereof,Hong Kong,2025 through June,1864313,1732295.0
80 Tin And Articles Thereof,Thailand,2025 through June,11063676,11063676.0
76 Aluminum And Articles Thereof,Thailand,2024,457366697,451255297.0
80 Tin And Articles Thereof,Hong Kong,2025 through June,40572,40572.0
80 Tin And Articles Thereof,"Korea, South",2021,2458492,2458492.0
75 Nickel And Articles Thereof,Philippines,2021,17701,17701.0
74 Copper And Articles Thereof,Cambodia,2024,39572,37466.0
76 Aluminum And Articles Thereof,Taiwan,2023,221634852,221474161.0
80 Tin And Articles Thereof,Philippines,2023,37146,37146.0
76 Aluminum And Articles Thereof,Vietnam,2025 through June,239004848,239199610.0
76 Aluminum And Articles Thereof,Thailand,2022,880145630,854915388.0
75 Nickel And Articles Thereof,Japan,2024,212525150,215004538.0
75 Nickel And Articles Thereof,Cambodia,2022,5869,5869.0
76 Aluminum And Articles Thereof,Indonesia,2022,196109070,196062370.0
74 Copper And Articles Thereof,Malaysia,2022,65694824,65698729.0
74 Copper And Articles Thereof,Singapore,2021,18547049,18549499.0
74 Copper And Articles Thereof,Indonesia,2025 through June,11400701,11400701.0
75 Nickel And Articles Thereof,Vietnam,2023,246780,242385.0
74 Copper And Articles Thereof,Vietnam,2021,86305703,86113519.0
76 Aluminum And Articles Thereof,Burma,2025 through June,27196,27196.0
76 Aluminum And Articles Thereof,Singapore,2021,18691163,18673337.0
80 Tin And Articles Thereof,Japan,2022,25727809,25226261.0
74 Copper And Articles Thereof,Malaysia,2024,132799273,132781118.0
80 Tin And Articles Thereof,Singapore,2023,9407841,6294002.0
76 Aluminum And Articles Thereof,Burma,2022,7627888,7627888.0
75 Nickel And Articles Thereof,Japan,2021,78571412,87846865.0
76 Aluminum And Articles Thereof,Malaysia,2024,134399916,134381419.0
80 Tin And Articles Thereof,Indonesia,2023,89598767,86796459.0
80 Tin And Articles Thereof,Philippines,2024,2603,2603.0
75 Nickel And Articles Thereof,Indonesia,2025 through June,10211752,10211752.0
75 Nickel And Articles Thereof,Singapore,2023,59546779,59559433.0
74 Copper And Articles Thereof,Philippines,2024,1130527,1132773.0
74 Copper And Articles Thereof,Hong Kong,2024,1595110,1595110.0
74 Copper And Articles Thereof,Indonesia,2024,19865124,19865124.0
76 Aluminum And Articles Thereof,Brunei,2021,2024858,2024858.0
76 Aluminum And Articles Thereof,Laos,2024,7315,7315.0
75 Nickel And Articles Thereof,Malaysia,2023,29770141,33912749.0
76 Aluminum And Articles Thereof,Thailand,2025 through June,291749083,286513216.0
76 Aluminum And Articles Thereof,Brunei,2023,96571,96571.0
74 Copper And Articles Thereof,Cambodia,2025 through June,29115,38990.0
80 Tin And Articles Thereof,Malaysia,2025 through June,20180096,20180096.0
74 Copper And Articles Thereof,Cambodia,2022,90224,90224.0
75 Nickel And Articles Thereof,"Korea, South",2022,18722055,18522181.0
74 Copper And Articles Thereof,Taiwan,2021,256007706,255702970.0
76 Aluminum And Articles Thereof,Philippines,2025 through June,3993123,3909793.0
75 Nickel And Articles Thereof,Taiwan,2021,20078925,22894531.0
76 Aluminum And Articles Thereof,Hong Kong,2025 through June,4567815,4517419.0
80 Tin And Articles Thereof,Taiwan,2023,768025,768025.0
80 Tin And Articles Thereof,Malaysia,2021,115921539,115921539.0
74 Copper And Articles Thereof,Thailand,2025 through June,229796628,229575745.0
76 Aluminum And Articles Thereof,Taiwan,2024,215782544,213981979.0
74 Copper And Articles Thereof,Vietnam,2025 through June,77969234,77506138.0
80 Tin And Articles Thereof,Indonesia,2025 through June,33496980,33496980.0
80 Tin And Articles Thereof,"Korea, South",2024,1352726,1352726.0
80 Tin And Articles Thereof,Thailand,2023,12299551,12299551.0
74 Copper And Articles Thereof,Japan,2025 through June,218332052,221074583.0
74 Copper And Articles Thereof,Thailand,2024,344223060,343812148.0
80 Tin And Articles Thereof,Taiwan,2022,589779,589779.0
76 Aluminum And Articles Thereof,Cambodia,2021,8739882,8809972.0
74 Copper And Articles Thereof,Malaysia,2025 through June,89639363,89623189.0
76 Aluminum And Articles Thereof,Burma,2023,5759167,5759167.0
76 Aluminum And Articles Thereof,Mongolia,2024,11800,11800.0
75 Nickel And Articles Thereof,Singapore,2025 through June,12864873,12867178.0
74 Copper And Articles Thereof,Laos,2024,6346,6346.0
74 Copper And Articles Thereof,"Korea, South",2021,458509401,458728071.0
74 Copper And Articles Thereof,Hong Kong,2023,3302592,3291648.0
74 Copper And Articles Thereof,"Korea, South",2023,591814791,591889334.0
74 Copper And Articles Thereof,Vietnam,2022,99992092,99822845.0
74 Copper And Articles Thereof,Taiwan,2025 through June,158726094,158857819.0
75 Nickel And Articles Thereof,Taiwan,2022,32504499,33314293.0
75 Nickel And Articles Thereof,"Korea, South",2024,15257124,15290182.0
74 Copper And Articles Thereof,Singapore,2022,20945864,20926664.0
75 Nickel And Articles Thereof,Malaysia,2024,14733659,16302970.0
80 Tin And Articles Thereof,Taiwan,2024,1561669,1561669.0
76 Aluminum And Articles Thereof,Laos,2025 through June,112651,112651.0
75 Nickel And Articles Thereof,Hong Kong,2022,122904,122904.0
75 Nickel And Articles Thereof,Malaysia,2021,2121985,2121985.0
74 Copper And Articles Thereof,Indonesia,2023,18118809,18118809.0
76 Aluminum And Articles Thereof,Mongolia,2021,41331,41331.0
74 Copper And Articles Thereof,"Korea, South",2025 through June,476948037,471960732.0
74 Copper And Articles Thereof,Taiwan,2024,243887815,245479998.0
76 Aluminum And Articles Thereof,Japan,2024,201534943,177778584.0
74 Copper And Articles Thereof,Malaysia,2021,30267041,30267041.0
75 Nickel And Articles Thereof,Thailand,2024,884388,579789.0
75 Nickel And Articles Thereof,Taiwan,2025 through June,32618621,38685567.0
76 Aluminum And Articles Thereof,Cambodia,2024,22819138,22819138.0
74 Copper And Articles Thereof,Japan,2021,222467426,208792236.0
76 Aluminum And Articles Thereof,Malaysia,2022,195926147,196006535.0
80 Tin And Articles Thereof,Hong Kong,2023,67136,67136.0
76 Aluminum And Articles Thereof,Thailand,2021,619186643,610846473.0
74 Copper And Articles Thereof,Philippines,2025 through June,7899927,7902583.0
75 Nickel And Articles Thereof,Hong Kong,2025 through June,379308,0.0
75 Nickel And Articles Thereof,"Korea, South",2021,3886616,3886616.0
75 Nickel And Articles Thereof,Philippines,2023,7605,7605.0
80 Tin And Articles Thereof,Singapore,2024,1018253,1018253.0
80 Tin And Articles Thereof,Vietnam,2025 through June,38693,38693.0
80 Tin And Articles Thereof,Philippines,2021,53750,53750.0
76 Aluminum And Articles Thereof,Japan,2023,203304719,197228014.0
74 Copper And Articles Thereof,Macau,2022,185961,185961.0
80 Tin And Articles Thereof,Philippines,2025 through June,11470,11470.0
76 Aluminum And Articles Thereof,Singapore,2025 through June,3945779,2662177.0
76 Aluminum And Articles Thereof,Taiwan,2021,250300727,249568060.0
75 Nickel And Articles Thereof,Philippines,2025 through June,6191,6191.0
75 Nickel And Articles Thereof,Philippines,2022,11834,11834.0
76 Aluminum And Articles Thereof,Philippines,2021,9766849,9769902.0
76 Aluminum And Articles Thereof,Taiwan,2025 through June,103980135,103073980.0
74 Copper And Articles Thereof,Singapore,2024,25377765,25376605.0
75 Nickel And Articles Thereof,Taiwan,2023,50990996,54980610.0
75 Nickel And Articles Thereof,Thailand,2023,1951538,1900634.0
80 Tin And Articles Thereof,Taiwan,2025 through June,859556,859556.0
76 Aluminum And Articles Thereof,"Korea, South",2021,456384428,444278818.0
76 Aluminum And Articles Thereof,Vietnam,2021,317950952,317017489.0
80 Tin And Articles Thereof,Japan,2025 through June,11897502,11962441.0
74 Copper And Articles Thereof,Hong Kong,2021,2091315,2109287.0
74 Copper And Articles Thereof,Vietnam,2024,129363837,128142078.0
75 Nickel And Articles Thereof,Singapore,2021,10088189,10088189.0
76 Aluminum And Articles Thereof,Hong Kong,2022,35427276,35412225.0
76 Aluminum And Articles Thereof,"Korea, South",2022,970970438,961507126.0
76 Aluminum And Articles Thereof,Brunei,2022,3631,3631.0
80 Tin And Articles Thereof,Asia - South,2024,1298432,1298432.0
75 Nickel And Articles Thereof,Asia - South,2022,18805878,18951463.0
75 Nickel And Articles Thereof,Asia - South,2024,37511000,34352775.0
80 Tin And Articles Thereof,Asia - South,2025 through June,432002,432002.0
74 Copper And Articles Thereof,Asia - South,2023,237311007,237296329.0
76 Aluminum And Articles Thereof,Asia - South,2022,1123910803,1009181506.0
75 Nickel And Articles Thereof,Asia - South,2021,13017550,13339057.0
74 Copper And Articles Thereof,Asia - South,2024,265180491,264004750.0
80 Tin And Articles Thereof,Asia - South,2022,875257,875257.0
76 Aluminum And Articles Thereof,Asia - South,2024,792173833,784123053.0
74 Copper And Articles Thereof,Asia - South,2021,176342027,176380524.0
76 Aluminum And Articles Thereof,Asia - South,2021,585276245,564199331.0
74 Copper And Articles Thereof,Asia - South,2022,273168507,273104188.0
76 Aluminum And Articles Thereof,Asia - South,2025 through June,523753035,553336236.0
76 Aluminum And Articles Thereof,Asia - South,2023,865652674,831838670.0
75 Nickel And Articles Thereof,Asia - South,2023,35450669,34984315.0
75 Nickel And Articles Thereof,Asia - South,2025 through June,19112966,19689151.0
80 Tin And Articles Thereof,Asia - South,2023,1646447,1646447.0
80 Tin And Articles Thereof,Asia - South,2021,7087584,7087584.0
74 Copper And Articles Thereof,Asia - South,2025 through June,226658454,225251491.0
75 Nickel And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2025 through June,862682449,867630271.0
76 Aluminum And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2022,23666952170,23472121597.0
80 Tin And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2025 through June,369284449,369307717.0
76 Aluminum And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2025 through June,8856431320,8775423614.0
74 Copper And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2021,13451261563,13490106823.0
76 Aluminum And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2021,19242936022,19088776913.0
74 Copper And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2023,11778898930,11800119431.0
75 Nickel And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2022,2490615059,2496447753.0
80 Tin And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2022,661878776,664333497.0
80 Tin And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2023,529960892,522033675.0
75 Nickel And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2023,2468073229,2481875822.0
76 Aluminum And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2023,18430779683,18361495738.0
75 Nickel And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2024,1853967432,1854791630.0
74 Copper And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2025 through June,10074242472,10083667243.0
76 Aluminum And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2024,18932396692,18848177070.0
80 Tin And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2024,468915632,468659040.0
74 Copper And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2024,14200829105,14174655167.0
80 Tin And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2021,904697487,894355385.0
75 Nickel And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2021,1575692717,1605199367.0
74 Copper And Articles Thereof,APEC - Asia Pacific Economic Co-operation,2022,12473685649,12543299326.0
74 Copper And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2024,652805504,651153658.0
76 Aluminum And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2024,1229437689,1223325074.0
74 Copper And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2022,575108684,574593273.0
80 Tin And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2023,165767786,158209139.0
76 Aluminum And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2023,1103259596,1099411639.0
74 Copper And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2021,398289253,398150633.0
80 Tin And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2025 through June,64790915,64790915.0
75 Nickel And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2023,103577146,107677109.0
74 Copper And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2025 through June,426428007,425740385.0
80 Tin And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2022,224244441,227208314.0
76 Aluminum And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2022,1870841004,1845133362.0
74 Copper And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2023,375989215,374669014.0
76 Aluminum And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2021,1318457718,1309606073.0
80 Tin And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2021,378443020,368708700.0
80 Tin And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2024,86389369,86389369.0
75 Nickel And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2024,77877580,79173348.0
75 Nickel And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2021,21084378,21088772.0
75 Nickel And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2025 through June,32917598,32959515.0
76 Aluminum And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2025 through June,687881721,696710192.0
75 Nickel And Articles Thereof,ASEAN - Association of Southeast Asian Nations,2022,41538321,41305217.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2021,69559587,69559587.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2024,369983837,369983837.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2025 through June,7537505,7541255.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2022,250577,250577.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Vietnam,2022,239992,239992.0
"3910 Silicones, In Primary Forms",Cambodia,2024,838,838.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,2023,12042209,12141796.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,2021,3831592,4227165.0
"3910 Silicones, In Primary Forms",Singapore,2025 through June,7999,7999.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Singapore,2024,10512,10512.0
"2801 Fluorine, Chlorine, Bromine & Iodine","Korea, South",2025 through June,197685,197685.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2024,350000,350000.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Indonesia,2021,233856,233856.0
"3910 Silicones, In Primary Forms",Singapore,2024,63637,63637.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2021,148571413,148571413.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2022,57996601,58203034.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2021,31368505,31368505.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,2021,314816,314816.0
2820 Manganese Oxides,"Korea, South",2025 through June,642122,642122.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2021,27234139,27234139.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",2021,117937707,114253979.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Japan,2023,5102171,5102171.0
2820 Manganese Oxides,Japan,2021,6859578,6859578.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2024,53980,53980.0
2820 Manganese Oxides,Japan,2022,6140364,6140364.0
"3910 Silicones, In Primary Forms",Singapore,2023,62938,62938.0
2603 Copper Ores And Concentrates,Japan,2024,10080,10080.0
2820 Manganese Oxides,Japan,2023,944744,944744.0
2603 Copper Ores And Concentrates,Japan,2021,11250,11250.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2022,308822017,308822017.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2022,18500900,18500900.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2023,60391074,60391074.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Indonesia,2024,2476836,2308187.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Japan,2021,3617372,3617372.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2023,236726,236726.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2022,53507215,44982328.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","Korea, South",2025 through June,4132,4132.0
2603 Copper Ores And Concentrates,Japan,2023,9690,9690.0
"3910 Silicones, In Primary Forms",Malaysia,2021,516183,516183.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,2024,6976636,7302416.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Japan,2025 through June,3114165,3114165.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2022,252093,252093.0
"3910 Silicones, In Primary Forms",Hong Kong,2023,196134,196134.0
"3910 Silicones, In Primary Forms",Philippines,2021,2517,2517.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2024,52062783,50961558.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2021,429933,429933.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2021,1170206,1170206.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2023,204150,204150.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2022,82653178,82675879.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2022,5164927,5164927.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Indonesia,2023,3936631,3936631.0
"3910 Silicones, In Primary Forms","Korea, South",2023,22883051,22850411.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2021,10822520,10822520.0
"3910 Silicones, In Primary Forms",Singapore,2022,14092,14092.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2022,269629361,269629361.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",2022,9551533,9551533.0
"3910 Silicones, In Primary Forms",Indonesia,2024,1980575,1980575.0
"2801 Fluorine, Chlorine, Bromine & Iodine","Korea, South",2021,1188720,1188720.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",2022,2019204,2019204.0
2504 Natural Graphite,"Korea, South",2024,4443587,4443587.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",2023,10496396,10496396.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Taiwan,2022,66420,66420.0
2820 Manganese Oxides,Indonesia,2025 through June,70000,70000.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",2023,164506456,159121783.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2024,20005540,19969771.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2024,48811,39375.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Philippines,2024,1950503,1950503.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2021,913950,913950.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Malaysia,2022,44129,44129.0
2603 Copper Ores And Concentrates,Japan,2025 through June,208998,208998.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",2023,2364083,2364083.0
2504 Natural Graphite,Indonesia,2024,72590,72590.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2023,376547439,376547439.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2022,306462618,306462618.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Malaysia,2024,3825,3825.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Vietnam,2024,1337588,1337588.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2022,714249,659114.0
2504 Natural Graphite,Indonesia,2025 through June,7225570,7225570.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",2021,2497911,2181851.0
2820 Manganese Oxides,Indonesia,2023,91380,91380.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2024,228499677,228499677.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Vietnam,2025 through June,108203,108203.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2024,122350,122350.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Singapore,2024,30091,30091.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2025 through June,1999604,1999604.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Vietnam,2024,40373,40373.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Cambodia,2023,2500,2500.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2023,494807,494807.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2021,170973,170973.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2022,11234222,11234222.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2021,514482,514482.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2024,1037500,1037500.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,2022,829207,829207.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",2025 through June,3305497,3305497.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2021,1626908,1604892.0
2603 Copper Ores And Concentrates,Taiwan,2023,4724,4724.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2023,5167903,5167903.0
"3910 Silicones, In Primary Forms",Thailand,2021,30453659,31104869.0
2614 Titanium Ores And Concentrates,Japan,2022,297318,297318.0
